Curah Hujan (mm),Ketinggian Sungai (cm),Debit Air (m³/s),Luas Resapan (%),Drainase (skor 1-10),Kondisi Cuaca,Label
71,82,351,78,7,Hujan Sedang,Tidak
67,75,290,70,6,Hujan Ringan,Tidak
113,113,450,78,2,Hujan Sedang,Banjir
39,62,205,41,6,Hujan Ringan,Tidak
87,93,288,40,9,Hujan Sedang,Tidak
60,82,289,65,6,Hujan Sedang,Tidak
65,68,297,22,5,Hujan Sedang,Banjir
67,81,329,73,4,Hujan Sedang,Tidak
90,105,350,34,7,Hujan Sedang,Banjir
77,98,365,68,8,Hujan Sedang,Tidak
40,54,175,53,3,Hujan Ringan,Tidak
76,77,344,77,6,Hujan Sedang,Tidak
82,101,424,71,8,Hujan Sedang,Tidak
104,117,375,36,8,Hujan Sedang,Banjir
105,103,356,56,6,Hujan Sedang,Banjir
119,101,335,35,7,Hujan Sedang,Banjir
60,72,269,39,3,Hujan Ringan,Tidak
104,95,346,33,2,Hujan Sedang,Banjir
67,66,258,67,9,Hujan Sedang,Tidak
59,73,314,39,6,Hujan Ringan,Tidak
95,121,434,68,2,Hujan Sedang,Banjir
130,119,337,55,3,Hujan Berat,Banjir
38,46,182,34,6,Hujan Ringan,Tidak
62,86,303,69,9,Hujan Sedang,Tidak
99,115,495,21,4,Hujan Sedang,Banjir
50,71,266,72,3,Hujan Ringan,Tidak
65,70,226,16,7,Hujan Ringan,Tidak
85,85,253,62,5,Hujan Sedang,Tidak
34,65,293,50,9,Hujan Ringan,Tidak
51,60,239,51,9,Hujan Ringan,Tidak
92,85,357,64,6,Hujan Sedang,Tidak
156,142,468,41,2,Hujan Berat,Banjir
108,115,417,72,7,Hujan Sedang,Banjir
68,65,288,32,3,Hujan Ringan,Banjir
91,99,304,70,9,Hujan Sedang,Tidak
107,120,414,72,7,Hujan Sedang,Banjir
56,69,235,65,8,Hujan Ringan,Tidak
59,64,290,52,4,Hujan Ringan,Tidak
111,111,330,65,4,Hujan Sedang,Banjir
76,86,361,43,9,Hujan Sedang,Tidak
74,83,295,51,6,Hujan Sedang,Tidak
71,100,411,41,7,Hujan Sedang,Banjir
171,149,451,27,8,Hujan Berat,Banjir
49,66,213,49,5,Hujan Ringan,Tidak
43,58,185,65,7,Hujan Ringan,Tidak
164,139,409,65,6,Hujan Berat,Banjir
63,71,264,77,2,Hujan Sedang,Tidak
38,50,216,72,2,Hujan Ringan,Tidak
165,128,410,19,5,Hujan Berat,Banjir
113,117,415,29,2,Hujan Sedang,Banjir
183,169,528,31,8,Hujan Berat,Banjir
171,163,565,63,8,Hujan Berat,Banjir
99,102,295,64,6,Hujan Sedang,Tidak
100,91,303,16,3,Hujan Sedang,Banjir
65,73,211,51,4,Hujan Ringan,Tidak
57,79,266,67,8,Hujan Ringan,Tidak
43,59,250,51,9,Hujan Ringan,Tidak
81,103,392,31,7,Hujan Sedang,Banjir
31,41,173,20,3,Hujan Ringan,Tidak
160,129,446,61,4,Hujan Berat,Banjir
43,54,243,73,5,Hujan Ringan,Tidak
119,129,479,21,4,Hujan Sedang,Banjir
169,147,473,66,3,Hujan Berat,Banjir
197,144,515,18,6,Hujan Berat,Banjir
71,83,304,76,5,Hujan Sedang,Tidak
63,71,276,34,2,Hujan Ringan,Banjir
75,97,346,61,7,Hujan Sedang,Tidak
64,68,252,62,2,Hujan Sedang,Tidak
92,87,370,64,7,Hujan Sedang,Tidak
45,70,263,47,4,Hujan Ringan,Tidak
119,104,362,64,7,Hujan Sedang,Banjir
175,149,461,50,7,Hujan Berat,Banjir
58,58,234,75,6,Hujan Ringan,Tidak
60,70,265,24,8,Hujan Ringan,Tidak
82,95,315,33,2,Hujan Sedang,Banjir
180,162,483,31,6,Hujan Berat,Banjir
129,126,484,34,5,Hujan Berat,Banjir
100,111,336,64,9,Hujan Sedang,Tidak
60,71,257,44,4,Hujan Ringan,Tidak
76,75,266,41,6,Hujan Sedang,Tidak
49,53,155,71,3,Hujan Ringan,Tidak
192,165,640,45,9,Hujan Berat,Banjir
177,152,565,36,3,Hujan Berat,Banjir
113,99,383,17,6,Hujan Berat,Banjir
43,52,211,58,2,Hujan Ringan,Tidak
119,97,317,27,4,Hujan Sedang,Banjir
68,72,216,18,4,Hujan Sedang,Banjir
44,51,216,38,6,Hujan Ringan,Tidak
111,103,354,78,6,Hujan Sedang,Banjir
60,80,322,36,4,Hujan Ringan,Banjir
80,85,348,30,4,Hujan Sedang,Banjir
36,50,200,17,9,Hujan Ringan,Tidak
72,72,305,54,6,Hujan Sedang,Tidak
72,84,274,77,7,Hujan Sedang,Tidak
119,126,491,31,2,Hujan Sedang,Banjir
178,148,560,24,4,Hujan Berat,Banjir
102,109,452,71,6,Hujan Sedang,Banjir
58,61,263,57,2,Hujan Ringan,Tidak
86,94,375,26,9,Hujan Sedang,Banjir
89,90,350,71,6,Hujan Sedang,Tidak
55,71,285,21,3,Hujan Ringan,Banjir
65,77,271,74,9,Hujan Sedang,Tidak
65,82,328,75,4,Hujan Ringan,Tidak
173,153,444,32,3,Hujan Berat,Banjir
167,150,560,61,6,Hujan Berat,Banjir
71,67,207,24,9,Hujan Sedang,Tidak
100,114,391,71,3,Hujan Sedang,Banjir
91,105,296,74,2,Hujan Sedang,Banjir
34,48,199,56,2,Hujan Ringan,Tidak
83,77,269,58,8,Hujan Sedang,Tidak
71,86,264,66,6,Hujan Sedang,Tidak
76,87,367,53,7,Hujan Sedang,Tidak
118,129,364,45,3,Hujan Berat,Banjir
45,78,317,27,7,Hujan Ringan,Tidak
106,96,330,17,4,Hujan Sedang,Banjir
49,69,275,24,2,Hujan Ringan,Banjir
36,65,259,26,2,Hujan Ringan,Tidak
52,67,237,18,2,Hujan Ringan,Banjir
62,87,327,38,6,Hujan Ringan,Tidak
36,53,216,52,5,Hujan Ringan,Tidak
159,138,400,66,3,Hujan Berat,Banjir
80,91,317,74,3,Hujan Sedang,Tidak
41,63,236,41,9,Hujan Ringan,Tidak
107,115,488,22,8,Hujan Sedang,Banjir
49,63,208,24,6,Hujan Ringan,Tidak
111,112,313,18,9,Hujan Sedang,Banjir
36,50,196,63,9,Hujan Ringan,Tidak
83,91,357,78,5,Hujan Sedang,Tidak
110,105,417,61,4,Hujan Sedang,Banjir
58,81,243,16,4,Hujan Ringan,Banjir
53,84,341,40,7,Hujan Ringan,Tidak
39,52,211,39,8,Hujan Ringan,Tidak
98,107,386,56,6,Hujan Sedang,Banjir
59,71,237,36,7,Hujan Ringan,Tidak
156,123,385,56,7,Hujan Berat,Banjir
127,117,473,66,9,Hujan Berat,Banjir
62,77,270,16,9,Hujan Ringan,Tidak
198,166,489,22,2,Hujan Berat,Banjir
136,141,449,56,7,Hujan Berat,Banjir
60,66,226,27,8,Hujan Ringan,Tidak
84,87,336,33,9,Hujan Sedang,Tidak
55,64,288,36,2,Hujan Ringan,Banjir
160,118,338,51,2,Hujan Berat,Banjir
108,105,368,15,4,Hujan Sedang,Banjir
145,138,522,30,8,Hujan Berat,Banjir
39,53,178,33,8,Hujan Ringan,Tidak
155,144,531,44,7,Hujan Berat,Banjir
30,58,243,55,6,Hujan Ringan,Tidak
157,170,702,54,3,Hujan Berat,Banjir
111,123,474,38,3,Hujan Berat,Banjir
61,73,267,26,2,Hujan Ringan,Banjir
47,64,230,65,4,Hujan Ringan,Tidak
35,57,250,36,9,Hujan Ringan,Tidak
135,136,419,61,3,Hujan Berat,Banjir
108,135,400,32,2,Hujan Sedang,Banjir
194,146,567,28,2,Hujan Berat,Banjir
39,59,265,74,7,Hujan Ringan,Tidak
46,62,228,64,8,Hujan Ringan,Tidak
66,87,283,23,8,Hujan Sedang,Tidak
47,59,180,68,9,Hujan Ringan,Tidak
78,95,352,62,3,Hujan Sedang,Banjir
45,49,154,45,4,Hujan Ringan,Tidak
35,56,221,64,6,Hujan Ringan,Tidak
46,72,291,65,2,Hujan Ringan,Tidak
52,85,247,48,2,Hujan Ringan,Tidak
113,102,310,53,9,Hujan Sedang,Tidak
119,109,462,15,2,Hujan Sedang,Banjir
52,69,238,63,6,Hujan Ringan,Tidak
42,59,195,79,8,Hujan Ringan,Tidak
161,142,565,63,2,Hujan Berat,Banjir
62,80,286,49,8,Hujan Sedang,Tidak
32,52,167,41,5,Hujan Ringan,Tidak
69,79,231,35,9,Hujan Sedang,Tidak
88,83,334,41,8,Hujan Sedang,Tidak
40,54,180,70,7,Hujan Ringan,Tidak
64,72,250,65,7,Hujan Sedang,Tidak
49,57,209,73,9,Hujan Ringan,Tidak
69,82,327,24,4,Hujan Ringan,Banjir
115,129,368,37,5,Hujan Sedang,Banjir
58,84,244,79,6,Hujan Ringan,Tidak
35,61,214,47,6,Hujan Ringan,Tidak
30,47,155,78,5,Hujan Ringan,Tidak
67,79,323,67,5,Hujan Sedang,Tidak
65,66,250,61,7,Hujan Sedang,Tidak
66,70,248,41,4,Hujan Ringan,Tidak
63,77,315,40,5,Hujan Sedang,Tidak
155,152,498,71,9,Hujan Berat,Banjir
84,85,337,18,6,Hujan Sedang,Banjir
36,50,165,24,9,Hujan Ringan,Tidak
39,46,214,48,7,Hujan Ringan,Tidak
116,126,447,33,6,Hujan Sedang,Banjir
75,101,345,73,9,Hujan Sedang,Tidak
95,99,304,64,5,Hujan Sedang,Banjir
63,76,238,18,6,Hujan Ringan,Tidak
72,88,274,46,3,Hujan Sedang,Banjir
159,131,394,21,5,Hujan Berat,Banjir
73,85,329,19,8,Hujan Sedang,Tidak
116,118,364,49,9,Hujan Sedang,Banjir
79,74,261,35,8,Hujan Sedang,Tidak
66,87,314,22,4,Hujan Sedang,Banjir
105,94,339,20,3,Hujan Sedang,Banjir
92,114,387,71,3,Hujan Sedang,Banjir
108,108,418,63,7,Hujan Sedang,Banjir
66,73,255,67,5,Hujan Sedang,Tidak
84,107,348,68,7,Hujan Sedang,Tidak
40,60,257,55,3,Hujan Ringan,Tidak
116,112,453,36,4,Hujan Sedang,Banjir
84,95,392,49,6,Hujan Sedang,Banjir
51,75,284,65,7,Hujan Ringan,Tidak
129,147,518,68,7,Hujan Berat,Banjir
66,72,278,56,7,Hujan Ringan,Tidak
95,99,301,62,6,Hujan Sedang,Tidak
38,59,204,65,2,Hujan Ringan,Tidak
64,72,259,64,9,Hujan Sedang,Tidak
113,125,535,69,9,Hujan Sedang,Banjir
36,64,283,73,2,Hujan Ringan,Tidak
47,49,185,16,9,Hujan Ringan,Tidak
83,94,304,25,9,Hujan Sedang,Tidak
90,96,347,52,8,Hujan Sedang,Tidak
107,97,402,76,4,Hujan Sedang,Banjir
169,146,447,19,3,Hujan Berat,Banjir
36,55,213,64,2,Hujan Ringan,Tidak
95,113,413,41,6,Hujan Sedang,Banjir
41,69,273,68,8,Hujan Ringan,Tidak
106,125,339,39,3,Hujan Sedang,Banjir
66,69,208,31,7,Hujan Sedang,Tidak
41,59,252,24,4,Hujan Ringan,Tidak
89,99,426,52,2,Hujan Sedang,Banjir
73,66,270,43,8,Hujan Sedang,Tidak
74,81,298,28,9,Hujan Sedang,Tidak
61,73,283,45,3,Hujan Ringan,Tidak
128,112,349,33,8,Hujan Berat,Banjir
89,77,223,42,9,Hujan Sedang,Tidak
113,118,329,76,3,Hujan Sedang,Banjir
56,86,378,16,2,Hujan Ringan,Banjir
66,74,218,39,7,Hujan Sedang,Tidak
60,74,286,55,7,Hujan Ringan,Tidak
38,61,266,63,5,Hujan Ringan,Tidak
141,129,398,52,5,Hujan Berat,Banjir
72,79,292,26,3,Hujan Sedang,Banjir
84,98,313,40,4,Hujan Sedang,Banjir
44,75,323,22,7,Hujan Ringan,Tidak
44,59,245,23,5,Hujan Ringan,Tidak
119,116,456,17,7,Hujan Berat,Banjir
146,146,460,32,2,Hujan Berat,Banjir
85,85,310,54,9,Hujan Sedang,Tidak
119,133,475,54,6,Hujan Sedang,Banjir
199,194,791,65,5,Hujan Berat,Banjir
149,160,481,70,7,Hujan Berat,Banjir
147,159,460,22,5,Hujan Berat,Banjir
51,67,263,69,9,Hujan Ringan,Tidak
53,73,234,54,6,Hujan Ringan,Tidak
45,79,310,70,3,Hujan Ringan,Tidak
67,77,230,37,9,Hujan Sedang,Tidak
148,132,516,40,6,Hujan Berat,Banjir
94,110,455,58,5,Hujan Sedang,Banjir
69,94,288,51,2,Hujan Ringan,Banjir
44,54,209,30,6,Hujan Ringan,Tidak
151,146,470,75,7,Hujan Berat,Banjir
63,73,220,35,9,Hujan Sedang,Tidak
100,100,364,74,9,Hujan Sedang,Tidak
38,71,242,38,6,Hujan Ringan,Tidak
117,131,369,40,3,Hujan Sedang,Banjir
30,47,194,50,9,Hujan Ringan,Tidak
90,98,367,51,2,Hujan Sedang,Banjir
31,52,190,40,2,Hujan Ringan,Tidak
146,121,506,26,8,Hujan Berat,Banjir
68,69,260,31,2,Hujan Sedang,Banjir
69,69,272,28,4,Hujan Sedang,Banjir
191,183,622,26,5,Hujan Berat,Banjir
172,150,610,33,7,Hujan Berat,Banjir
163,141,518,69,8,Hujan Berat,Banjir
78,93,341,59,5,Hujan Sedang,Tidak
62,87,344,30,6,Hujan Sedang,Banjir
170,141,532,18,3,Hujan Berat,Banjir
142,133,496,37,4,Hujan Berat,Banjir
89,105,419,37,8,Hujan Sedang,Banjir
77,85,263,59,3,Hujan Sedang,Tidak
36,47,206,62,5,Hujan Ringan,Tidak
88,80,309,77,3,Hujan Sedang,Tidak
105,105,316,25,9,Hujan Sedang,Banjir
109,106,343,62,2,Hujan Sedang,Banjir
130,146,520,55,7,Hujan Berat,Banjir
97,94,265,28,6,Hujan Sedang,Banjir
102,89,263,19,4,Hujan Sedang,Banjir
63,73,227,62,2,Hujan Ringan,Tidak
111,122,407,32,4,Hujan Berat,Banjir
40,63,207,32,6,Hujan Ringan,Tidak
81,82,254,45,4,Hujan Sedang,Tidak
187,170,702,53,6,Hujan Berat,Banjir
65,77,301,64,9,Hujan Ringan,Tidak
89,86,354,37,2,Hujan Sedang,Banjir
194,163,596,63,8,Hujan Berat,Banjir
41,56,199,74,6,Hujan Ringan,Tidak
96,85,348,23,8,Hujan Sedang,Banjir
85,92,280,27,5,Hujan Sedang,Banjir
41,67,252,76,5,Hujan Ringan,Tidak
68,79,279,23,2,Hujan Sedang,Banjir
162,141,520,28,4,Hujan Berat,Banjir
95,111,343,29,3,Hujan Sedang,Banjir
50,65,230,17,5,Hujan Ringan,Tidak
181,190,534,25,6,Hujan Berat,Banjir
38,63,282,67,9,Hujan Ringan,Tidak
33,59,256,18,8,Hujan Ringan,Tidak
65,92,340,71,6,Hujan Ringan,Tidak
109,94,379,35,6,Hujan Sedang,Banjir
117,110,373,67,4,Hujan Sedang,Banjir
35,63,192,74,8,Hujan Ringan,Tidak
163,136,459,59,9,Hujan Berat,Banjir
195,180,739,46,3,Hujan Berat,Banjir
60,75,297,46,8,Hujan Sedang,Tidak
55,68,290,77,2,Hujan Ringan,Tidak
61,75,297,29,9,Hujan Sedang,Tidak
63,89,360,66,4,Hujan Sedang,Tidak
89,90,311,20,6,Hujan Sedang,Banjir
117,105,339,76,5,Hujan Sedang,Banjir
150,137,526,18,4,Hujan Berat,Banjir
70,93,282,44,4,Hujan Sedang,Banjir
167,163,551,58,3,Hujan Berat,Banjir
58,88,358,20,4,Hujan Ringan,Banjir
64,76,237,41,3,Hujan Ringan,Tidak
108,103,291,60,7,Hujan Sedang,Tidak
65,79,306,18,7,Hujan Ringan,Tidak
49,70,268,38,5,Hujan Ringan,Tidak
39,64,238,69,8,Hujan Ringan,Tidak
91,88,321,26,9,Hujan Sedang,Tidak
49,80,323,49,7,Hujan Ringan,Tidak
117,108,391,50,3,Hujan Sedang,Banjir
63,91,378,70,9,Hujan Sedang,Tidak
116,111,359,21,9,Hujan Sedang,Banjir
63,81,311,20,5,Hujan Ringan,Banjir
135,143,493,63,9,Hujan Berat,Banjir
125,117,427,28,3,Hujan Berat,Banjir
92,96,277,55,4,Hujan Sedang,Banjir
71,73,251,74,8,Hujan Sedang,Tidak
43,61,198,27,7,Hujan Ringan,Tidak
180,171,505,33,7,Hujan Berat,Banjir
114,123,331,15,5,Hujan Sedang,Banjir
118,140,511,74,7,Hujan Sedang,Banjir
120,109,456,69,2,Hujan Berat,Banjir
42,64,277,48,4,Hujan Ringan,Tidak
118,105,350,58,5,Hujan Sedang,Banjir
45,72,220,79,2,Hujan Ringan,Tidak
119,110,436,67,7,Hujan Berat,Banjir
114,136,407,66,9,Hujan Berat,Banjir
185,165,482,20,3,Hujan Berat,Banjir
54,78,222,23,9,Hujan Ringan,Tidak
188,159,445,63,7,Hujan Berat,Banjir
116,119,421,54,4,Hujan Sedang,Banjir
33,45,160,35,2,Hujan Ringan,Tidak
39,55,187,54,7,Hujan Ringan,Tidak
83,97,399,17,8,Hujan Sedang,Banjir
45,64,215,49,6,Hujan Ringan,Tidak
100,108,374,18,6,Hujan Sedang,Banjir
84,89,241,22,7,Hujan Sedang,Tidak
137,138,426,29,4,Hujan Berat,Banjir
62,71,218,57,4,Hujan Sedang,Tidak
85,72,216,71,6,Hujan Sedang,Tidak
61,66,217,72,7,Hujan Sedang,Tidak
43,59,250,36,2,Hujan Ringan,Tidak
190,156,542,57,8,Hujan Berat,Banjir
96,116,453,68,3,Hujan Sedang,Banjir
114,118,439,63,5,Hujan Sedang,Banjir
76,88,278,56,6,Hujan Sedang,Tidak
129,135,472,38,5,Hujan Berat,Banjir
45,62,245,60,5,Hujan Ringan,Tidak
106,97,318,24,4,Hujan Sedang,Banjir
82,80,326,50,9,Hujan Sedang,Tidak
113,109,433,77,6,Hujan Sedang,Banjir
163,154,544,56,7,Hujan Berat,Banjir
61,64,243,33,4,Hujan Ringan,Tidak
144,127,393,56,7,Hujan Berat,Banjir
97,89,328,59,2,Hujan Sedang,Banjir
64,65,297,15,7,Hujan Ringan,Tidak
145,155,536,55,8,Hujan Berat,Banjir
155,156,523,21,6,Hujan Berat,Banjir
111,117,471,78,3,Hujan Sedang,Banjir
195,197,788,46,9,Hujan Berat,Banjir
130,114,355,79,8,Hujan Berat,Banjir
105,94,308,32,8,Hujan Sedang,Banjir
179,167,447,55,8,Hujan Berat,Banjir
40,60,184,78,6,Hujan Ringan,Tidak
62,87,275,51,9,Hujan Ringan,Tidak
39,66,227,74,8,Hujan Ringan,Tidak
53,76,298,36,2,Hujan Ringan,Banjir
65,92,359,64,6,Hujan Ringan,Tidak
103,118,486,29,4,Hujan Sedang,Banjir
186,162,598,17,8,Hujan Berat,Banjir
47,55,258,59,2,Hujan Ringan,Tidak
87,91,357,18,6,Hujan Sedang,Banjir
80,89,317,74,4,Hujan Sedang,Tidak
111,135,401,42,2,Hujan Sedang,Banjir
70,95,327,54,4,Hujan Sedang,Banjir
33,46,174,26,6,Hujan Ringan,Tidak
195,170,624,32,5,Hujan Berat,Banjir
111,119,348,22,5,Hujan Sedang,Banjir
138,132,425,15,3,Hujan Berat,Banjir
51,68,254,22,7,Hujan Ringan,Tidak
169,136,396,59,6,Hujan Berat,Banjir
107,108,456,76,2,Hujan Sedang,Banjir
71,74,278,15,7,Hujan Sedang,Tidak
115,108,400,50,8,Hujan Sedang,Banjir
54,68,286,37,2,Hujan Ringan,Banjir
192,146,514,46,2,Hujan Berat,Banjir
60,67,268,76,4,Hujan Ringan,Tidak
65,80,350,29,2,Hujan Ringan,Banjir
39,54,237,64,4,Hujan Ringan,Tidak
58,64,260,41,9,Hujan Ringan,Tidak
65,79,325,20,6,Hujan Ringan,Banjir
159,127,515,37,9,Hujan Berat,Banjir
69,87,361,54,4,Hujan Ringan,Banjir
61,84,347,25,9,Hujan Sedang,Tidak
45,67,239,28,7,Hujan Ringan,Tidak
40,64,267,66,2,Hujan Ringan,Tidak
72,69,237,67,2,Hujan Sedang,Tidak
140,143,425,65,7,Hujan Berat,Banjir
102,115,408,21,2,Hujan Sedang,Banjir
94,110,409,75,9,Hujan Sedang,Tidak
195,184,498,55,9,Hujan Berat,Banjir
45,56,214,42,8,Hujan Ringan,Tidak
193,201,713,48,4,Hujan Berat,Banjir
38,61,194,29,6,Hujan Ringan,Tidak
64,63,221,43,6,Hujan Ringan,Tidak
170,173,588,41,4,Hujan Berat,Banjir
34,51,207,57,9,Hujan Ringan,Tidak
113,110,371,74,9,Hujan Berat,Tidak
186,182,592,53,5,Hujan Berat,Banjir
33,49,215,64,3,Hujan Ringan,Tidak
90,116,475,54,5,Hujan Sedang,Banjir
185,188,517,50,6,Hujan Berat,Banjir
50,69,308,42,3,Hujan Ringan,Tidak
184,143,539,65,3,Hujan Berat,Banjir
40,70,259,64,8,Hujan Ringan,Tidak
119,111,424,63,7,Hujan Sedang,Banjir
65,78,291,26,6,Hujan Ringan,Tidak
52,76,230,76,8,Hujan Ringan,Tidak
40,53,251,45,8,Hujan Ringan,Tidak
35,62,244,78,4,Hujan Ringan,Tidak
51,65,224,51,7,Hujan Ringan,Tidak
69,74,277,15,3,Hujan Sedang,Banjir
37,67,224,31,6,Hujan Ringan,Tidak
102,110,385,76,2,Hujan Sedang,Banjir
80,94,305,17,4,Hujan Sedang,Banjir
40,65,231,75,9,Hujan Ringan,Tidak
61,61,265,45,5,Hujan Sedang,Tidak
98,122,446,48,4,Hujan Sedang,Banjir
50,78,306,69,2,Hujan Ringan,Tidak
68,78,300,26,8,Hujan Ringan,Tidak
141,131,468,69,8,Hujan Berat,Banjir
85,93,359,54,7,Hujan Sedang,Tidak
173,163,454,40,2,Hujan Berat,Banjir
100,102,368,20,7,Hujan Sedang,Banjir
48,71,270,37,2,Hujan Ringan,Tidak
44,67,282,36,9,Hujan Ringan,Tidak
85,83,225,67,4,Hujan Sedang,Tidak
31,58,200,68,4,Hujan Ringan,Tidak
130,139,557,28,4,Hujan Berat,Banjir
94,119,404,66,5,Hujan Sedang,Banjir
160,130,534,23,7,Hujan Berat,Banjir
153,156,458,66,9,Hujan Berat,Banjir
71,79,258,43,2,Hujan Sedang,Banjir
97,90,280,43,5,Hujan Sedang,Banjir
48,66,240,33,7,Hujan Ringan,Tidak
72,77,297,52,6,Hujan Sedang,Tidak
34,56,230,21,3,Hujan Ringan,Tidak
73,81,269,59,3,Hujan Sedang,Tidak
107,116,443,28,6,Hujan Sedang,Banjir
87,106,317,79,7,Hujan Sedang,Tidak
91,103,331,66,5,Hujan Sedang,Banjir
70,65,252,49,4,Hujan Sedang,Tidak
42,53,205,30,9,Hujan Ringan,Tidak
45,66,207,58,8,Hujan Ringan,Tidak
53,73,300,23,2,Hujan Ringan,Banjir
45,71,272,37,9,Hujan Ringan,Tidak
111,100,388,24,4,Hujan Sedang,Banjir
61,59,183,32,2,Hujan Ringan,Tidak
115,118,315,54,2,Hujan Sedang,Banjir
116,120,462,71,5,Hujan Berat,Banjir
190,190,717,31,5,Hujan Berat,Banjir
66,76,224,50,9,Hujan Ringan,Tidak
153,151,480,74,4,Hujan Berat,Banjir
117,109,317,23,2,Hujan Berat,Banjir
63,66,249,26,8,Hujan Ringan,Tidak
189,164,639,34,9,Hujan Berat,Banjir
148,134,475,32,9,Hujan Berat,Banjir
131,144,410,55,8,Hujan Berat,Banjir
82,97,337,28,7,Hujan Sedang,Banjir
60,89,263,67,5,Hujan Ringan,Tidak
61,68,292,70,4,Hujan Ringan,Tidak
100,103,345,61,4,Hujan Sedang,Banjir
60,69,259,34,5,Hujan Sedang,Tidak
40,68,256,47,4,Hujan Ringan,Tidak
68,67,263,44,9,Hujan Sedang,Tidak
32,50,177,57,3,Hujan Ringan,Tidak
112,127,464,48,9,Hujan Sedang,Banjir
102,108,416,41,8,Hujan Sedang,Banjir
65,81,342,54,3,Hujan Ringan,Banjir
51,66,242,50,8,Hujan Ringan,Tidak
118,139,387,30,9,Hujan Sedang,Banjir
104,103,378,54,6,Hujan Sedang,Banjir
34,50,198,19,7,Hujan Ringan,Tidak
69,75,256,46,4,Hujan Ringan,Tidak
158,150,508,34,6,Hujan Berat,Banjir
168,164,432,25,6,Hujan Berat,Banjir
50,58,261,33,4,Hujan Ringan,Tidak
36,56,219,77,2,Hujan Ringan,Tidak
161,123,448,58,7,Hujan Berat,Banjir
111,111,425,35,7,Hujan Berat,Banjir
105,102,301,29,2,Hujan Sedang,Banjir
57,79,318,23,6,Hujan Ringan,Tidak
62,70,221,57,8,Hujan Ringan,Tidak
69,76,238,53,2,Hujan Sedang,Tidak
111,122,481,30,6,Hujan Sedang,Banjir
31,62,264,29,2,Hujan Ringan,Tidak
60,68,305,50,5,Hujan Sedang,Tidak
100,116,410,17,9,Hujan Sedang,Banjir
140,108,317,39,9,Hujan Berat,Banjir
63,73,217,29,8,Hujan Ringan,Tidak
45,57,245,21,3,Hujan Ringan,Tidak
96,92,349,70,5,Hujan Sedang,Banjir
89,106,315,36,8,Hujan Sedang,Banjir
38,50,208,36,9,Hujan Ringan,Tidak
88,82,270,25,2,Hujan Sedang,Banjir
60,74,232,28,7,Hujan Ringan,Tidak
142,126,526,48,5,Hujan Berat,Banjir
30,51,194,49,6,Hujan Ringan,Tidak
53,73,311,24,7,Hujan Ringan,Tidak
104,108,312,20,9,Hujan Sedang,Banjir
68,72,248,52,9,Hujan Sedang,Tidak
115,105,367,59,7,Hujan Sedang,Banjir
56,67,279,29,9,Hujan Ringan,Tidak
113,123,487,54,4,Hujan Sedang,Banjir
185,151,538,68,6,Hujan Berat,Banjir
67,76,312,19,4,Hujan Ringan,Banjir
101,104,443,62,9,Hujan Sedang,Tidak
78,81,342,63,5,Hujan Sedang,Tidak
100,102,382,78,7,Hujan Sedang,Tidak
82,95,385,63,6,Hujan Sedang,Tidak
77,87,284,47,9,Hujan Sedang,Tidak
91,88,279,19,2,Hujan Sedang,Banjir
170,178,629,63,4,Hujan Berat,Banjir
79,94,384,76,4,Hujan Sedang,Banjir
40,66,222,24,3,Hujan Ringan,Tidak
113,118,443,61,9,Hujan Sedang,Banjir
84,89,352,75,3,Hujan Sedang,Banjir
110,118,472,17,9,Hujan Sedang,Banjir
53,82,248,68,7,Hujan Ringan,Tidak
46,58,192,29,7,Hujan Ringan,Tidak
115,127,439,39,8,Hujan Sedang,Banjir
79,80,240,64,5,Hujan Sedang,Tidak
40,57,238,27,8,Hujan Ringan,Tidak
84,101,308,58,9,Hujan Sedang,Tidak
98,91,372,21,2,Hujan Sedang,Banjir
36,54,221,68,6,Hujan Ringan,Tidak
67,78,304,61,7,Hujan Ringan,Tidak
60,86,317,19,9,Hujan Ringan,Tidak
66,76,250,29,6,Hujan Sedang,Tidak
48,73,226,61,8,Hujan Ringan,Tidak
112,132,487,19,4,Hujan Sedang,Banjir
34,59,235,46,5,Hujan Ringan,Tidak
49,73,307,57,6,Hujan Ringan,Tidak
129,110,372,67,3,Hujan Berat,Banjir
157,136,397,35,6,Hujan Berat,Banjir
52,74,236,54,8,Hujan Ringan,Tidak
101,95,288,47,7,Hujan Sedang,Tidak
111,102,318,68,6,Hujan Sedang,Banjir
46,70,214,57,2,Hujan Ringan,Tidak
98,88,260,34,3,Hujan Sedang,Banjir
70,99,385,77,5,Hujan Sedang,Tidak
140,138,550,57,8,Hujan Berat,Banjir
82,89,364,35,3,Hujan Sedang,Banjir
59,79,314,76,5,Hujan Ringan,Tidak
53,58,244,31,8,Hujan Ringan,Tidak
32,59,257,49,9,Hujan Ringan,Tidak
95,89,325,41,9,Hujan Sedang,Tidak
36,49,135,46,2,Hujan Ringan,Tidak
83,94,279,43,7,Hujan Sedang,Tidak
65,75,287,25,7,Hujan Ringan,Tidak
68,82,228,55,3,Hujan Ringan,Tidak
62,75,245,38,7,Hujan Ringan,Tidak
62,69,281,36,7,Hujan Sedang,Tidak
57,77,300,37,3,Hujan Ringan,Banjir
51,54,184,28,6,Hujan Ringan,Tidak
45,56,186,41,2,Hujan Ringan,Tidak
73,84,283,62,9,Hujan Sedang,Tidak
